,Amount,Protein,Fat,Carbs,Fiber,Alcohol,Sugar,Saturated Fats,Sodium,Cholesterol,Potassium,Iron,Ca,Source,Calories,Match Index,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Snack 2 - 239.544,,,,,,,,,,,,,,,,,,,,,,
Banana cavendish peeled raw,97,1.3579999999999999,0.291,19.012,2.1340000000000003,0,12.416,0,0,0,335.62,0.2813,4.8500000000000005,Australian Government,84.099,35,,,,,,
Chobani No Fat Plain Yoghurt,150,14.549999999999999,0.3,6.300000000000001,0,0,4.95,0.15,48,0,0,0,0,Woolworths,86.1,1479,,,,,,
Blueberry purchased frozen,100,0.5,0,9.9,3.6000000000000005,0,9.5,0,2,0,77,0.36,11,Australian Government,41.6,150,,,,,,
Nut almond with skin raw unsalted,5,0.9849999999999999,2.525,0.27,0.545,0,0.26,0.395,0,0,39.8,0.1875,13.25,Australian Government,27.744999999999997,684,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Dinner - 986.550857142857,,,,,,,,,,,,,,,,,,,,,,
Bean green fresh raw,250,4.500000000000001,0,8.25,6.999999999999999,0,6.500000000000001,0,0,0,700,1.7249999999999999,112.5,Australian Government,51,55,,,,,,
Sweet potato orange flesh peeled fresh raw,43,0.817,0.043000000000000003,6.063,1.118,0,2.408,0,4.3,0,107.5,0.215,11.610000000000001,Australian Government,27.907,1040,,,,,,
Beef rump steak lean raw,230,46.919999999999995,6.4399999999999995,0,0,0,0,89.539,115,142.6,851,4.83,9.200000000000001,Australian Government,245.64,78,,,,,,
Oil olive,5,0,4.995000000000001,0,0,0,0,0.8130000000000002,0,0,0,0,0,Australian Government,44.95500000000001,718,,,,,,
Yoki Farofa Pronta,40,0.6857142857142857,4.114285714285714,33.142857142857146,0,0,0,1.7142857142857144,203.42857142857142,0,0,0,0,Packaging,172.34285714285716,1330,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Noosa Chocolate Factory 66% Madagascar Slab,25,2.1,9.05,8.725,0.25,0,7.75,5.425,5,0,110.00000000000001,1.1,13,Packaging,124.75,1376,,,,,,
Nut walnut raw unsalted,9,1.2960000000000003,6.228000000000001,0.27,0.5760000000000001,0,0.24300000000000002,0.603,0.27,0,39.6,0.225,8.01,Australian Government,62.316,700,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Nut pecan raw unsalted,10,0.98,7.190000000000001,0.49,0.8400000000000001,0,0.42999999999999994,0.66,0.3,0,50,0.24,5.1,Australian Government,70.59,697,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Peanut butter smooth & crunchy no added sugar or salt,30,7.29,16.29,2.82,1.9500000000000002,0,1.56,5.457,3.5999999999999996,0,189.60000000000002,0.516,16.200000000000003,Australian Government,187.04999999999998,773,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,Daily Totals:,Goals:,Actual:,,
,,,,,,,,,,,,,,,,#N/A,,Protein,140,121.76171428571429,,18.23828571428571
,,,,,,,,,,,,,,,,#N/A,,Fat,60,71.81028571428573,-2.565333333333342,-11.810285714285726
,,,,,,,,,,,,,,,,#N/A,,Carb,210,189.19885714285715,-5.772000000000048,20.80114285714285
,,,,,,,,,,,,,,,,,,Fibre,32.662000000000006,34.779,,-2.1169999999999973
,,,,,,,,,,,,,,,,,,Alcohol,0,0,,
,,,,,,,,,,,,,,,,,,Calories,1940,1890.1348571428573,,
,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,121.76171428571429,71.81028571428573,189.19885714285715,34.779,0,49.17100000000001,110.27628571428569,840.1985714285714,172.09,2536.12,9.7218,554.2200000000001,,1890.134857142857,,,,,,,
Goals,,140,60,210,27.16,0,,,,,,,,,1940,,,,,,,
