,Amount,Protein,Fat,Carbs,Fiber,Alcohol,Sugar,Saturated Fats,Sodium,Cholesterol,Potassium,Iron,Ca,Source,Calories,Match Index,,,,,,
Pie steak & kidney canned,250,25,19.25,34,2.2500000000000004,0,1.5,131.75,575,275,300,3.4999999999999996,17.5,Australian Government,409.25,784,,,,,,
Protein Breakfast Bar,1,9.907,13.198999999999998,12.8965,2.8129999999999997,0,2.0015,9.1592,8.65,0,137.95999999999998,1.3055999999999999,25.679999999999996,Own Recipe,210.005,1268,,,,,,
Banana cavendish peeled raw,105,1.4699999999999998,0.315,20.580000000000002,2.31,0,13.44,0,0,0,363.3,0.3045,5.25,Australian Government,91.03500000000001,35,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Snack 2 - 692.932081481481,,,,,,,,,,,,,,,,,,,,,,
Lamb diced lean raw,220,46.86,11.440000000000001,0,0,0,0,83.93,116.60000000000001,171.6,748,4.840000000000001,11,Australian Government,290.4,530,,,,,,
Oil olive,7.5,0,7.492500000000001,0,0,0,0,1.2195000000000003,0,0,0,0,0,Australian Government,67.4325,717,,,,,,
Garlic peeled fresh raw,10,0.61,0.27999999999999997,1.02,1.69,0,0.15,3.5,0.8,0,51,0.17,3,Australian Government,9.04,454,,,,,,
Kale raw,120,5.159999999999999,0.12,6.24,4.32,0,2.76,22.704,45.6,0,589.2,1.764,180,Australian Government,46.68,502,,,,,,
Coriander fresh leaves & stems,40,1.24,0.27999999999999997,1.4800000000000002,1.4000000000000001,0,1,1.704,11.200000000000001,0,208,2.72,33.6,Australian Government,13.4,361,,,,,,
Sourdough Bread 70% 5 Stagioni,115,11.079185185185185,0.7122333333333334,53.81318518518519,1.582740740740741,0,1.1870555555555553,0,623.5385185185185,0,0.2751481481481482,0,1.6594074074074074,Own Recipe,265.9795814814815,1275,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Dinner - 508.046,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Spread yeast vegemite,5,1.205,0.045000000000000005,0.545,0.325,0,0.08,0.9394999999999999,150,0,106.1,0.2015,3.4000000000000004,Australian Government,7.405000000000001,1018,,,,,,
Peanut butter smooth & crunchy no added sugar or salt,10,2.4299999999999997,5.43,0.94,0.65,0,0.52,1.819,1.2,0,63.2,0.172,5.4,Australian Government,62.349999999999994,772,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Seed sunflower,10,2.2699999999999996,5.1,0.22000000000000003,1.08,0,0.2,0.8800000000000001,0,0,46,0.45999999999999996,10,Australian Government,55.86,975,,,,,,
Blueberry purchased frozen,100,0.5,0,9.9,3.6000000000000005,0,9.5,0,2,0,77,0.36,11,Australian Government,41.6,150,,,,,,
Chobani No Fat Plain Yoghurt,200,19.4,0.4,8.4,0,0,6.6000000000000005,0.2,64,0,0,0,0,Woolworths,114.79999999999998,1465,,,,,,
Seed chia dried,10,1.4000000000000001,3.07,0.77,3.4399999999999995,0,0,1.134,1.6,0,40.7,0.7719999999999999,63.099999999999994,Australian Government,36.309999999999995,971,,,,,,
Seed linseed or flaxseed,10,1.55,4.220000000000001,0.16,2.7300000000000004,0,0.16,0.9179999999999999,3,0,81.30000000000001,0.5730000000000001,25.5,Australian Government,44.82000000000001,972,,,,,,
Magnum Mini Ice Cream Classic (serving),1,1.739,9.729,12.596,0,0,11.232999999999999,6.11,23.5,0,0,0,0,Woolworths,144.901,1655,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,Daily Totals:,Goals:,Actual:,,
,,,,,,,,,,,,,,,,#N/A,,Protein,140,132.27018518518517,,7.72981481481483
,,,,,,,,,,,,,,,,#N/A,,Fat,60,81.08273333333332,-7.376371193415622,-21.082733333333323
,,,,,,,,,,,,,,,,#N/A,,Carb,210,179.16068518518517,-16.596835185185142,30.839314814814827
,,,,,,,,,,,,,,,,,,Fibre,32.662000000000006,33.290740740740745,,-0.6287407407407386
,,,,,,,,,,,,,,,,,,Alcohol,0,0,,
,,,,,,,,,,,,,,,,,,Calories,1940,1975.4680814814812,,
,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,132.27018518518517,81.08273333333332,179.16068518518517,33.290740740740745,0,65.93155555555555,265.96720000000005,1629.6885185185185,446.6,2962.035148148148,17.4426,405.0894074074074,,1975.468081481481,,,,,,,
Goals,,140,60,210,27.16,0,,,,,,,,,1940,,,,,,,
